tí,home
sráid,street
gnó,business
deir,says
tamall,a while
Máire,Mary
fíor,true
seol,send
cheana,already
iarratas,request
caill,lose
múinteoir,a teacher
Gaillimh,Galway
cara,a friend
seomra,room
breathnaigh,look
gearr,short
cosúil,like
luaigh,state
dlí,law
iarracht,try
cúig,five
nós,custom
sula,before
áfach,however
míle,thousand
rí,king
slí,way
úd,that
saor,free
foilsigh,publish
ann,there
creid,believe
luath,early
deas,nice
fás,grow
iúl,expressed
síl,a seed
grúpa,group
coláiste,college
láidir,strong
um,um
fáth,reason
treo,direction
déag,eleven
fadhb,problem
cá,where
sláinte,health
coinne,appointment
cúl,back
pléigh,discuss
cas,turn
dara,second
in aghaidh,against
aontaigh,agreed
sagart,priest
mair,live
sórt,sort of
Eorpach,European
tábhachtach,important
cead,permission
mír,item
don,don
dó,him
bonn,base
beo,alive
íoc,pay
dubh,black
scéim,scheme
seans,a chance
fómhar,harvest
bocht,poor
aithin,identify
cor,cor
cogadh,war
poiblí,public
thiar,west
amhrán,a song
tuill,deserve
foghlaim,learn
lacha,a duck
cailín,a girl
gaoth,wind
céim,degree
ceathair,four
bia,food
dream,Dream
cumas,ability
amhlaidh,so
at,swollen
tráth,a time
clann,children
leanbh,a child
leas,benefit
fonn,desire
oscail,open
stair,history
críoch,territory
brí,meaning
athraigh,change
cúram,care
ollscoil,university
ceannas,command
seachas,apart from
ól,drink
cosain,protection
cibé,whatever
díol,sale
iontach,great
roinnt,share
imir,played
más,if
loch,lake
abhaile,home
athrú,change
leibhéal,level
forbairt,development
cumhacht,power
cumann,society
toisc,because
bád,boat
grá,love
ionann,equal
soláthair,supply
crann,a tree
ocht,eight
tacaíocht,support
páirt,part
farraige,sea
cónaigh,live
cloch,stone
cinnte,definitely
sinn,us
glan,clean
comórtas,competition
solas,light
foirm,form
teastaigh,wanted
tuaisceart,north
teideal,title
litir,letter
gné,feature
plean,plan
suim,interest
cruthaigh,create
páirc,park
beatha,life
teaghlach,family
léann,reads
bó,cow
Mór,Big
aithne,acquaintance
rogha,option
bris,break
pointe,point
bailigh,collect
cuairt,visit
dath,color
Sasana,England
olc,bad
im,butter
file,poet
bog,soft
leath,half
sóisialta,social
laghad,minimum
féile,a festival
uasal,gentleman
conas,how
léigh,read
deacair,difficult
ceannaigh,buy
lorg,seek
aontas,union
clog,clock
té,tea
maraigh,kill
thuaidh,north
dírigh,direct
gníomh,action
grian,sun
dócha,probably
socraigh,settle
úr,fresh
deireanach,last
freagra,answer
comhphobal,community
cuí,appropriate
arm,weapon
buachaill,boy
dáta,date
Domhnach,Sunday
dul,go
bán,white
éigean,forced
amhras,doubt
scaoil,shoot
sibh,you
lár,middle
píosa,piece
thíos,below
trácht,traffic
líne,line
ór,gold
seacht,seven
tráthnóna,evening
éist,listen
rang,class
samhradh,summer
Liam,Liam
fóill,yet
dúchas,native
turas,trip
os,os
mó,more
ith,eat
tuairisc,report
speisialta,special
cuimhne,memory
comhair,cooperation
téarma,term
cuireadh,invited
luigh,lie down
beith,birch
riail,rule
Meiriceá,America
fógra,notice
thuas,above
páipéar,paper
beart,measure
tagair,refer
cabhair,help
sraith,series
treoir,guidance
léamh,read
tine,fire
áireamh,included
corp,body
craobh,branch
oifigeach,officer
nigh,wash
fill,return
mian,wish
cultúr,culture
deara,noticed
siopa,shop
Éireannach,Irish
mínigh,explain
amharc,view
oibrigh,worked
reacht,statute
cuimhnigh,remember
intinn,intention
polasaí,policy
capall,horse
scannán,film
freagair,answer
gníomhaíocht,activity
bua,win
údar,author
leaba,bed
comhalta,member
tuismitheoir,parent
deich,ten
rún,secret
teilifís,television
dearg,red
tagairt,reference
freastail,attend
eagla,fear
baint,remove
L,L
slán,safe
ainneoin,notwithstanding
garda,guard
braith,depend
leasaigh,amend
ceangail,connect
laistigh,within
raidió,radio
éadach,cloth
tionchar,influence
idirnáisiúnta,international
eagraíocht,organization
aird,attention
fáilte,welcome
aer,air
pós,marry
beagán,a little
dráma,drama
caighdeán,standard
fiche,twenty
luach,value
pictiúr,a picture
déanach,late
airgeadas,finance
domhain,deep
sise,she
feidhmigh,perform
coinníoll,condition
sliabh,mountain
réitigh,solutions
réidh,ready
fírinne,truth
foinse,source
ré,era
neart,strength
comhar,cooperation
tusa,you
oifigiúil,official
uachtarán,president
toil,will
modh,method
cum,cum
scríbhneoir,a writer
triúr,three people
leigheas,medicine
scrúdú,examination
Nollaig,December
pleanáil,planning
fógair,announce
cuidigh,help
Peadar,Peter
roghnaigh,choose
iontas,surprise
smaoineamh,think
cuideachta,company
stop,stop
cuntas,account
creideamh,faith
aonar,alone
páirteach,involved
taispeáin,show
geal,bright
filíocht,poetry
baol,risk
tiarna,lord
ciallaigh,mean
láithreach,immediately
coimeád,keep
marbh,dead
críochnaigh,finish
smaoinigh,think
teacht,come
deoch,drink
parlaimint,parliament
os cionn,above
álainn,beautiful
greim,bite
carr,a car
fosta,also
staidéar,study
suíomh,location
aimsigh,find
géar,sharp
dalta,student
gar,near
deo,ever
faisnéis,information
costas,cost
port,Port
trom,heavy
fianaise,evidence
droim,back
dáiríre,seriously
iompair,transportation
troid,fight
anam,soul
leagan,version
teagasc,teaching
cruinniú,a meeting
eagraigh,organize
bhuel,well
ócáid,event
codail,sleep
uimhir,number
tuath,countryside
brath,depend
dochtúir,a doctor
fiafraigh,ask
ciall,sense
ardaigh,rose
buaigh,win
oidhreacht,inheritance
cinntigh,determine
abhainn,river
deimhin,indeed
cothaigh,feed
á,is
glas,green
airde,height
soiléir,clear
pearsanta,personal
foras,institution
aistrigh,transfer
spéis,interest
dualgas,duty
iníon,daughter
dearmad,forget
sín,extend
próiseas,process
spórt,sport
fostaíocht,employment
banc,bank
gleann,a valley
litríocht,literature
comhlíon,fulfill
sean,old
polaitíocht,politics
réim,regime
ráiteas,statement
iarthar,west
sonraigh,specify
gnáth,normal
beartaigh,get rich
guth,voice
bronn,award
dochar,damage
slua,a crowd
cinneadh,decision
nuachtán,a newspaper
radharc,sight
cion,offense
iasc,fish
dár,our
spreag,encouraged
margadh,market
toghchán,an election
comhaontú,agreement
brúigh,press
diabhal,devil
daonna,human
leathan,wide
socrú,arrangement
Tadhg,Research
feachtas,campaign
club,club
deartháir,brother
formhór,most
ordú,order
bláth,flower
nuacht,news
riachtanas,necessity
fuinneog,a window
teorainn,limit
tuiscint,understanding
gairid,short
trasna,across
taisteal,travel
malairt,exchange
suíochán,a seat
thall,over there
áis,facility
ainmhí,animal
nóiméad,minute
íseal,low
liosta,list
caibidil,chapter
feabhas,improvement
gáir,laugh
siúl,walk
carraig,rock
taca,support
trá,beach
glúin,generation
stiúrthóir,director
cumarsáid,communication
polaitiúil,political
San,St
maithe,good
cnoc,hill
Caitliceach,Catholic
taighde,research
imreoir,player
aigne,mind
earra,an item
aonad,unit
ceadaigh,allow
dúil,desire
mall,slow
saghas,sort of
duais,prize
balla,wall
taitin,liked
tábhacht,importance
oireachtas,office
méadaigh,increase
Satharn,Saturday
comhartha,sign
mála,bag
pé,whatever
caisleán,castle
scil,skill
saighdiúir,a soldier
múin,teach
síocháin,peace
nóta,note
taithí,experience
naoi,nine
institiúid,institution
diúltaigh,refuse
meall,tumor
cuspóir,purpose
ábalta,able
ainmnigh,name
stáisiún,station
vóta,vote
ginearálta,general
glór,voice
riachtanach,necessary
imní,concern
gníomhaigh,act
gluais,glossary
mothaigh,feel
ceannaire,leader
aníos,up
eaglais,a church
bainisteoir,manager
cathaoirleach,chairman
eolaíocht,science
deontas,grant
ordaigh,orders
rialta,regular
teachta,come
ospidéal,a hospital
bille,bill
cill,cell
teagmháil,contact
comhrá,conversation
foirgneamh,building
tionscal,industry
Eoin,John
cruinnigh,collect
nocht,reveal
tada,nothing
tuarascáil,report
rialachán,regulation
bac,block
cloigeann,skull
paróiste,parish
aidhm,aim
trua,pity
gáire,smile
cló,font
éan,a bird
gearán,complaint
buíochas,thanks
eachtra,incident
adhmad,wood
poll,hole
glaoigh,call
scríbhinn,writing
samhlaigh,imagine
spéir,sky
cruinn,accurate
scór,score
milliún,million
éiligh,claim
ioncam,income
fuar,cold
leathanach,page
ráta,rate
teip,failure
Londain,London
gaol,relative
breac,trout
timpeallacht,environment
easpa,lack
galar,disease
gasúr,boy
gorm,blue
deacracht,difficulty
oiliúint,training
caidreamh,relationship
ciúin,quiet
can,sing
Márta,March
crua,hard
iarrthóir,candidate
bosca,box
peil,football
aitheantas,recognition
theas,south
éineacht,together
traidisiún,tradition
ullmhaigh,prepare
réimse,field
clé,left
Luan,Monday
ceangal,connect
caiteachas,expenditure
punt,pound
scrúdaigh,examine
gluaiseacht,movement
poblacht,republic
beartas,policy
cath,battle
urlár,floor
triail,trial
seasamh,position
fuinneamh,energy
béim,emphasis
tóir,popular
coitianta,common
éisteacht,listen
cothrom,fair
Muire,Mary
sroich,reach
cál,kale
foráil,provision
bainistíocht,management
fostaí,an employee
Corcaigh,Cork
brú,pressure
taifead,record
scrios,destroy
nádúrtha,natural
bunscoil,primary school
eas,waterfall
saothraigh,earn
iomaí,many
scoláire,a student
teann,tight
léiriú,expression
muna,unless
binn,sweet
Aibreán,April
éifeacht,effect
beagnach,almost
buille,blow
dóthain,enough
máistir,master
tor,bush
níl,no
B,B
croch,hang
amhail,such as
fórsa,force
ord,order
déanta,done
comhdháil,conference
taoiseach,chief
domhanda,global
madra,a dog
seilbh,possession
óige,childhood
laoch,hero
iniúch,inspect
sliocht,extract
comhairleoir,advisor
stad,stop
fine,family
Síle,Chile
long,ship
éifeachtach,effective
lasmuigh,outside
gloine,glass
breithiúnas,judgement
sáraigh,exceed
on,on
craiceann,skin
cuimhin,remember
cosc,prohibited
Brian,Brian
tionscadal,project
iasacht,a loan
feasta,henceforth
iamh,enclosed
cleacht,practice
go ceann,to one
leasú,amendment
limistéar,area
ceithre,four
Eanáir,January
cósta,coast
babhta,round
éileamh,demand
ionsaí,attack
aisteach,strange
C,C
ionadh,surprised
teas,heat
méad,a lot
aíocht,event
tionscnamh,initiative
cóip,copy
bunúsach,basic
tae,tea
cáilíocht,quality
rás,race
bróg,shoe
togh,choose
breith,birth
buí,yellow
cruth,shape
áthas,joy
anonn,over
tuilleadh,more
téacs,text
muir,sea
suntasach,significant
tacaigh,support
taispeántas,exhibition
feirm,a farm
seal,shift
struchtúr,structure
iris,journal
príosún,prison
smacht,discipline
eisigh,issue
muc,pig
halla,hall
anocht,tonight
dona,bad
ealaíontóir,an artist
agallamh,an interview
réiteach,solution
féar,grass
cois,beside
comhthéacs,context
ról,role
eol,known
iompar,behavior
feirmeoir,a farmer
for,for
cosúlacht,similarity
daingean,firm
lag,weak
faitíos,fear
saoire,holiday
i gceann,in one
póca,pocket
comhluadar,community
araon,both
cultúrtha,cultural
príobháideach,private
dóchas,hope
teannta,inflated
gléas,device
anuraidh,last year
léitheoir,reader
Micheál,Michael
miste,sorry
náisiún,nation
bréag,a lie
gunna,a gun
bus,bus
clúdaigh,cover
carn,pile
fán,stay
caora,berries
infheistíocht,investment
planda,plant
ceadúnas,license
oiriúnach,suitable
las,lit
vótáil,vote
coimisinéir,commissioner
aniar,back
dearc,attitude
moill,delay
cine,race
dein,do it
déanaí,recently
snámh,swimming
stiúir,LED
airigh,care
iomchuí,appropriate
spás,space
cnámh,bone
rabh,was
bainne,milk
caol,narrow
géill,surrender
caoin,cry
druga,drug
cárta,card
Críost,Christ
son,son
achar,distance
ubh,egg
bhur,your
polaiteoir,a politician
ollamh,professor
cúige,province
cabhraigh,help
leanúnach,continuous
fadó,a long time ago
uachtar,cream
D,D
S,S
uaireanta,sometimes
comparáid,comparison
séipéal,church
gruaig,hair
gort,famine
ionas,so
maoinigh,fund
deirfiúr,sister
Aifreann,Mass
ríocht,kingdom
simplí,simple
praghas,price
neamhspleách,independent
laghdaigh,reduce
glacadh,acceptance
reachtaíocht,legislation
oibriú,to work
geimhreadh,winter
dearbhaigh,declare
léargas,insight
lonnaigh,settled
iarraidh,to ask
traidisiúnta,traditional
Ceilteach,Celtic
muinín,trust
báigh,Bay
curaclam,curriculum
buidéal,bottle
ae,liver
easpag,bishop
fostóir,employer
stádas,status
sruth,current
abar,say
Dónall,Donald
díospóireacht,debate
pearsa,person
feoil,meat
tosnaigh,start
cláraigh,register
foláir,beware
droichead,bridge
breitheamh,judge
díth,need
scríbhneoireacht,writing
feabhsaigh,improve
comhréir,proportion
dílis,loyal
tábhairne,a pub
Lúnasa,August
stíl,style
riar,administration
seachain,avoid
dorcha,dark
lí,color
dúshlán,a challenge
dobhar,water
gnóthaigh,gain
cúramach,careful
gluaisteán,automobile
táille,fee
éirí,get up
misneach,courage
iompaigh,turn
cat,cat
locht,fault
éadan,face
éis,after
déileáil,deal
móin,turf
meon,mind
rúnaí,secretary
fair,Fair
réigiún,region
slat,yard
measúnaigh,assess
cros,cross
éalaigh,escape
difríocht,difference
féachaint,to see
mainistir,monastery
dearcadh,attitude
Feabhra,February
úrscéal,a novel
staid,situation
corn,cup
éasca,easy
dúiche,district
scéala,news
scaip,spread
prionsabal,principle
rian,track
blas,taste
ceathrar,four people
tréith,attribute
lear,country
aiste,essay
eacnamaíocht,economy
scoth,excellent
ola,oil
brón,sadness
draíocht,magic
liúntas,allowance
tóin,sink
deisceart,south
cathaoir,a chair
druid,close
traein,train
ciste,fund
téama,theme
difriúil,different
tairg,offer
aisteoir,actor
leabharlann,library
traenáil,training
freagrach,responsible
abairt,sentence
sochar,benefit
furasta,easy
cluais,ear
ocras,hunger
fáil,available
báisteach,rain
soláthar,supply
déanamh,doing
faoiseamh,relief
stán,tin
bráthair,brother
eagarthóir,editor
dícheall,hard work
rá,say
cíos,rent
éag,expiring
daonra,population
ionadaí,representative
póilín,policeman
nasc,connection
gradam,award
maígh,claim
boladh,smell
gnóthach,busy
trádáil,trade
arán,bread
deoir,a tear
cáiligh,qualify
ceathrú,fourth
tógáil,construction
spiorad,spirit
tobann,suddenly
seinn,play
sonra,detail
cainteoir,speaker
fostaigh,an employee
Diarmaid,Don't forget
croith,shake
caitheamh,spending
drámaíocht,drama
tobar,a well
sábháil,save
dear,dear
comharsa,neighbor
crom,hump
buntáiste,advantage
rannóg,section
dúisigh,wake up
údaraigh,authorize
rialaigh,rule
léim,jump
eagras,organization
buan,permanent
N,N
pósadh,marriage
béile,a meal
cré,clay
bearna,gap
magadh,joke
suí,sit
aistriúchán,translation
coill,wood
sínigh,sign
bolg,belly
óstán,hotel
maoin,property
iomaíocht,competition
scar,separated
mullach,top
leithscéal,sorry
bliantúil,annual
amú,wasted
achan,only
cúnaigh,dogs
ceoltóir,a musician
eisean,him
coitinne,common
ionsaigh,attack
earnáil,sector
náire,shame
bunús,foundation
amárach,tomorrow
pinsean,pension
Ruairí,Ruairy
ionannas,equality
tromlach,majority
anall,over there
dála,by the way
eacnamaíoch,economic
rinn,head
sách,enough
gnách,usual
moladh,praise
scáth,shadow
Samhain,November
fíon,wine
fód,sod
leathnaigh,spread
cladach,shore
dian,tough
ára,item
tréig,abandoned
fiacail,tooth
raon,range
ádh,good luck
barúil,opinion
sos,break
bunadh,origin
séan,denied
síol,seed
méadú,increase
craol,broadcast
marc,mark
sinsear,ancestor
imeall,edge
íomhá,image
Íosa,Jesus
othar,patient
saibhir,rich
taithigh,experience
gualainn,shoulder
béaloideas,folklore
tríocha,thirty
uirlis,tool
codladh,sleep
iascaireacht,fishing
aicme,class
monarcha,factory
staighre,stairs
fiontar,an enterprise
fuaim,sound
aitheanta,recognized
teicneolaíocht,technology
cúinne,corner
machnamh,reflection
amharclann,theatre
caomhnaigh,preserve
gairm,profession
cistin,kitchen
iarann,iron
seanchas,lore
straitéis,strategy
oscailte,open
liteartha,literary
Déardaoin,Thursday
gníomhach,active
tost,silence
sáigh,sow
tirim,dry
tuarastal,salary
sochaí,society
iriseoir,a journalist
cúnamh,help
gealach,moon
olltoghchán,general election
asal,donkey
turasóireacht,tourism
leanúint,continue
inne,inside
báire,goalkeeper
Protastúnach,Protestant
coimhlint,conflict
folamh,empty
dearbhú,confirmation
pá,pay
ucht,up
aithris,imitation
trioblóid,trouble
óglach,youngster
fairsing,extensive
aill,cliff
fulaing,suffer
earrach,spring
todhchaí,future
ceird,craft
achomharc,appeal
cáiliúil,famous
aos,age
acmhainneach,resourceful
riarachán,administration
maolaigh,mitigate
slándáil,security
greann,humor
garbh,rough
briathar,verb
Críostaí,Christian
tairbhe,benefit
cúiteamh,compensation
geata,gate
doiciméad,document
íocaíocht,payment
tíor,country
damhsa,dance
pioc,pick
beannaigh,bless
talmhaíocht,agriculture
liath,gray
Albain,Scotland
uafásach,terrible
namhaid,enemy
léitheoireacht,reading
ceacht,lesson
sásaigh,satisfied
maide,a stick
carachtar,character
tithíocht,housing
sóisialach,socialist
naofa,holy
claí,fence
oirthear,east
stór,treasure
bunreacht,constitution
saoránach,citizen
ciontach,guilty
iomarca,too much
meabhraigh,remember
admhaigh,admitted
Máirt,Tuesday
bruach,bank
táirge,product
triall,trial
éagsúlacht,diversity
tuar,prophecy
sonrach,specific
uaigh,grave
feidhmeannach,executive
rath,success
méar,finger
cuntais,accounts
eagrán,edition
faic,nothing
Nóra,Nora
póg,kiss
tiomáin,drive
scairt,shouted
cruinne,globe
suaimhneas,tranquility
pingin,penny
tart,thirst
láithreán,site
pléasc,explosion
gairdín,a garden
freagracht,responsibility
cluin,hear
deonach,voluntary
cosaint,protection
spéisiúil,interesting
lárnach,central
acmhainn,resource
sneachta,snow
dabht,doubt
braon,drop
ceal,cancel
fáinne,a ring
bail,valid
uafás,horror
figiúr,figure
reifreann,referendum
mothúchán,emotion
tráigh,beach
tábla,table
plé,discussion
lón,lunch
urlabhra,speech
forleathan,widespread
folach,hidden
T,T
sábháilteacht,safety
tréan,strong
banna,band
sprioc,target
cairt,chart
aonach,fair
ualach,burden
reilig,cemetery
áitreabh,premises
cluas,ear
binse,bench
och,oh
anáil,breath
leataobh,aside
stairiúil,historical
art,art
neamh,heaven
suimiúil,interesting
fiosraigh,inquire
nádúr,nature
contúirt,danger
colainn,body
fásta,adult
gránna,ugly
lom,bare
iondúil,usually
R,R
ceil,hide
tonn,wave
cosán,path
míleata,military
scoilt,split
ardán,platform
séid,blow
néal,cloud
Donncha,Brown
feadh,along
Céadaoin,Wednesday
gréasán,network
grianghraf,photo
séasúr,season
dromchla,surface
fearg,anger
ceo,fog
cúlra,background
aisce,free
áras,house
oir,because
G,G
cnuasach,a collection
sibhialta,civil
meánscoil,secondary school
ríomhaire,computer
clú,fame
tinneas,illness
peann,pen
donn,brown
sceideal,schedule
Gaeilgeoir,Irish speaker
seoladh,send
teastas,certificate
srian,restriction
pian,pain
uaigneas,loneliness
clúdach,coverage
coinbhinsiún,convention
athbhreithnigh,review
gair,near
gin,any
dinnéar,dinner
cian,distance
gortaigh,hurt
aréir,last night
úinéir,owner
fliuch,wet
gairmiúil,professional
saibhreas,wealth
duilleog,leaf
caite,spent
aice,near
claon,inclined
teampall,temple
Máirín,Marin
míchumas,disability
gorta,famine
fiach,debt
cóta,a coat
custaiméir,customer
cleachtas,practice
deimhnigh,confirm
casta,complicated
dlúth,compact
caoga,fifty
leacht,liquid
cluain,hear
teoranta,limited
admháil,acknowledgment
scéalaí,narrator
culaith,suit
tinn,ill
manach,monk
cleachtadh,practice
tráchtáil,commerce
géag,limb
inné,yesterday
míniú,explanation
taisce,deposit
goid,steal
cuan,harbor
toiligh,consent
argóint,argument
éad,envy
spraoi,fun
réigiúnach,regional
leictreachas,electricity
cáipéis,a document
leis,with him
buíoch,grateful
réasúnta,reasonable
cuimsitheach,comprehensive
cách,everybody
inneall,engine
inmheánach,internal
athuair,repeat
jab,job
péire,a pair
lóistín,accommodation
buiséad,budget
láigh,lie down
taitneamh,enjoy
eachtrach,foreign
teachtaireacht,message
sealadach,temporary
foclóir,dictionary
cruach,steel
tuairiscigh,report
rince,dance
pápa,pope
pota,pot
dúchasach,indigenous
cearnóg,square
sil,sil
barra,bar
léarscáil,map
páirtíocht,partnership
bailiúchán,collection
cearc,hen
or,or
cha,cha
sráidbhaile,a village
gás,gas
banríon,queen
folaigh,hidden
choíche,never
Giúdach,Jewish
casadh,turning
straitéiseach,strategic
ceistigh,question
laethúil,daily
tapa,fast
fríd,through
arb,arb
ceiliúir,celebrate
scuab,brush
eastát,estate
saineolaí,an expert
beannacht,blessing
árachas,insurance
aoi,guest
liathróid,ball
murach,otherwise
dual,dual
ceardchumann,union
fón,phone
práta,potato
saoirse,freedom
captaen,captain
chí,chi
naomh,saint
brat,blanket
díon,roof
íochtar,lower
samhlaíocht,imagination
sinsearach,senior
éide,uniform
dall,blind
mín,smooth
coincheap,concept
freastal,attend
amhránaí,a singer
ardú,rise
meáchan,weight
tiománaí,driver
damhsaigh,dance
dorchadas,darkness
cleas,trick
gabháil,capture
praiticiúil,practical
cáilitheach,qualifying
ruaig,chase
garraí,gardens
portach,bog
iascaire,fisherman
fáiltigh,welcome
tionscain,initiated
meabhair,crazy
meascán,mix
coiscéim,footstep
patrún,pattern
coir,crime
bagair,threats
seó,show
dlíodóir,a lawyer
luas,speed
sealbhaigh,possess
guigh,pray
cúigear,five people
árasán,apartment
paidir,a prayer
scoir,quit
buairt,worry
socair,calm
daonlathach,democratic
rua,red
aisling,a dream
miotal,metal
armas,weapon
fiáin,wild
scéalaíocht,storytelling
peaca,sin
snáithe,thread
eitleán,a plane
ómós,tribute
aoibhinn,delightful
preab,bounce
tabhaigh,incur
idé,idea
buaiteoir,winner
taise,moisture
creidmheas,credit
deonaigh,volunteer
scála,scale
cóngarach,nearby
Cáisc,Easter
fiosrúchán,an inquiry
teileafón,telephone
gaineamh,sand
ciorcal,circle
grinn,funny
uncail,uncle
athbhreithniú,review
guthán,telephone
brách,never
ionstraim,an instrument
dealraigh,appear
onóir,honor
seisiún,session
ceachtar,either
buile,mad
tuirseach,tired
difear,affect
gob,beak
annamh,rare
áilleacht,beauty
uaigneach,lonely
painéal,panel
coirce,oats
titim,fall
scamall,cloud
fuacht,cold
agóid,protest
múch,off
stoc,stock
maol,bald
beithíoch,beast
maireachtáil,to live
cumasach,capable
dealramh,apparently
sacar,soccer
colún,column
mam,mom
troigh,feet
coicís,two weeks
bréan,fired
mion,min
cailleach,witch
salach,dirty
aistear,journey
teith,fled
eagar,edit
atmaisféar,atmosphere
príosúnach,a prisoner
ríoga,royal
gnólacht,a firm
ceapachán,appointment
náisiúnach,national
teocht,temperature
mianach,mine
eolaí,scientist
fána,slope
scor,quit
síor,forever
ús,interest
cráigh,torment
com,com
sáil,heel
thar ceann,on behalf of
pósta,married
abhus,abus
ciúnas,silence
suarach,despicable
fuath,hatred
insint,to tell
machnaigh,think
réalta,star
ríomh,calculation
Páras,Paris
díomá,disappointment
imirce,migration
samhail,model
ceardlann,workshop
comhaill,a friend
ticéad,ticket
buartha,worried
comhoibrigh,cooperated
gaisce,bravery
maitheas,goodness
seandálaíocht,archaeology
cupán,a cup
buíon,group
gleic,smart
fealsúnacht,philosophy
leac,slab
béas,etiquette
seasca,sixty
daichead,forty
geit,get
acadúil,academic
cigire,inspector
éacht,achievement
lúb,loop
cuimil,rub
raic,wreck
eite,fin
amhránaíocht,singing
pionós,punishment
dligh,right
greamaigh,stick
daingnigh,confirm
scian,knife
poibligh,public
eascair,arose
M,M
fáisc,squeeze
oil,oil
trealamh,equipment
P,P
pláta,plate
cú,hound
sult,pleasure
ithir,soil
corraigh,stir
luachmhar,valuable
anailís,analysis
airí,minister
se,he
bileog,sheet
fóir,for
neartaigh,strengthen
tiontaigh,convert
iarratasóir,applicant
athchóirigh,restore
call,call
áth,ford
canúint,dialect
suirbhé,survey
iomad,many
cíor,comb
lánúin,a couple
tionól,assembly
riocht,condition
aerfort,airport
díbir,expulsion
tomhais,measurements
iomáin,rush
scáil,shadow
from,from
sásúil,satisfactory
eitil,fly
clós,yard
eireaball,tail
sor,sor
comh,co
J,J
feith,wait
múscail,wake up
feithicil,vehicle
briste,broken
cór,choir
bagairt,threat
túisce,first
tionóil,assembly
galánta,elegant
tobac,tobacco
cuardaigh,search
teoiric,theory
dramhaíl,waste
gal,gal
fionn,blond
úll,apple
daor,dear
nua-aimseartha,modern
comhrac,fight
